zone_id,year,month,day,hour,load
1,2005,6,21,12,19526.82986
1,2005,6,21,13,21137.56048
1,2005,6,21,14,22346.84719
1,2005,6,21,15,22885.31868
1,2005,6,21,16,20385.69087
1,2005,6,21,17,23962.26166
1,2005,6,21,18,23557.62917
1,2005,6,21,19,25039.20465
1,2005,6,21,20,21755.95026
1,2005,6,21,21,19770.36192
1,2005,6,21,22,18697.49893
1,2005,6,21,23,18286.42558
1,2005,6,21,24,18435.94108
1,2005,6,22,1,14826.72207
1,2005,6,22,2,14803.72628
1,2005,6,22,3,14920.69826
1,2005,6,22,4,14988.83097
1,2005,6,22,5,14981.28169
1,2005,6,22,6,14970.04618
1,2005,6,22,7,15429.88241
1,2005,6,22,8,15682.47771
1,2005,6,22,9,16209.17747
1,2005,6,22,10,17949.69898
1,2005,6,22,11,18252.63951
1,2005,6,22,12,19033.03101
1,2005,6,22,13,19376.1394
1,2005,6,22,14,20957.93235
1,2005,6,22,15,24607.2545
1,2005,6,22,16,26257.53912
1,2005,6,22,17,28098.36852
1,2005,6,22,18,23578.48991
1,2005,6,22,19,23127.02659
1,2005,6,22,20,21777.89807
1,2005,6,22,21,18009.88592
1,2005,6,22,22,16827.46003
1,2005,6,22,23,16046.61412
1,2005,6,22,24,16351.48516
1,2005,6,23,1,14719.22506
1,2005,6,23,2,14702.44543
1,2005,6,23,3,14782.77675
1,2005,6,23,4,14935.3478
1,2005,6,23,5,14931.35261
1,2005,6,23,6,14886.44176
1,2005,6,23,7,15037.41638
1,2005,6,23,8,15398.1503
1,2005,6,23,9,16225.14639
1,2005,6,23,10,16934.20586
1,2005,6,23,11,18706.97862
1,2005,6,23,12,20107.89418
1,2005,6,23,13,22555.31959
1,2005,6,23,14,24824.85912
1,2005,6,23,15,26525.60386
1,2005,6,23,16,27322.14479
1,2005,6,23,17,29292.97927
1,2005,6,23,18,28915.22665
1,2005,6,23,19,27266.57931
1,2005,6,23,20,24569.55226
1,2005,6,23,21,18032.37726
1,2005,6,23,22,16517.76547
1,2005,6,23,23,16306.93086
1,2005,6,23,24,16129.9212
1,2005,6,24,1,14697.42141
1,2005,6,24,2,14746.45293
1,2005,6,24,3,14888.32684
1,2005,6,24,4,14807.69484
1,2005,6,24,5,14827.38306
1,2005,6,24,6,14860.48831
1,2005,6,24,7,14991.61057
1,2005,6,24,8,15413.57568
1,2005,6,24,9,16483.09659
1,2005,6,24,10,18804.0506
1,2005,6,24,11,20782.6007
1,2005,6,24,12,23390.00499
1,2005,6,24,13,24950.66505
1,2005,6,24,14,27696.43515
1,2005,6,24,15,30958.33502
1,2005,6,24,16,32079.74336
1,2005,6,24,17,33201.15169
1,2005,6,24,18,34322.56002
1,2005,6,24,19,31056.51129
1,2005,6,24,20,27948.55078
1,2005,6,24,21,20551.44333
1,2005,6,24,22,18206.01471
1,2005,6,24,23,16967.7887
1,2005,6,24,24,16399.72905
1,2005,6,25,1,14779.40307
1,2005,6,25,2,14758.61711
1,2005,6,25,3,14808.19217
1,2005,6,25,4,14794.62352
1,2005,6,25,5,14868.03224
1,2005,6,25,6,14874.82663
1,2005,6,25,7,15006.49242
1,2005,6,25,8,15728.75387
1,2005,6,25,9,16763.58847
1,2005,6,25,10,18820.56306
1,2005,6,25,11,20799.65669
1,2005,6,25,12,23407.60452
1,2005,6,25,13,25845.00989
1,2005,6,25,14,28761.03413
1,2005,6,25,15,30977.56516
1,2005,6,25,16,32099.51702
1,2005,6,25,17,31863.67907
1,2005,6,25,18,31519.04429
1,2005,6,25,19,29754.57613
1,2005,6,25,20,27970.49859
1,2005,6,25,21,19860.32728
1,2005,6,25,22,18229.04958
1,2005,6,25,23,17395.10101
1,2005,6,25,24,17086.16955
1,2005,6,26,1,14791.02372
1,2005,6,26,2,14808.74949
1,2005,6,26,3,14913.74227
1,2005,6,26,4,14975.10154
1,2005,6,26,5,15112.14281
1,2005,6,26,6,15182.44966
1,2005,6,26,7,15362.82334
1,2005,6,26,8,15922.8247
1,2005,6,26,9,16779.5574
1,2005,6,26,10,18837.07551
1,2005,6,26,11,21410.82047
1,2005,6,26,12,24188.77964
1,2005,6,26,13,26782.28417
1,2005,6,26,14,26735.84743
1,2005,6,26,15,27608.54191
1,2005,6,26,16,26336.63379
1,2005,6,26,17,27064.49122
1,2005,6,26,18,28977.80886
1,2005,6,26,19,29775.9804
1,2005,6,26,20,26805.99784
1,2005,6,26,21,20596.42602
1,2005,6,26,22,19433.97328
1,2005,6,26,23,18404.31764
1,2005,6,26,24,18011.83443
1,2005,9,10,1,14044.98404
1,2005,9,10,2,13814.01291
1,2005,9,10,3,13977.8375
1,2005,9,10,4,13896.85699
1,2005,9,10,5,14004.31911
1,2005,9,10,6,13979.70106
1,2005,9,10,7,14096.25097
1,2005,9,10,8,14241.15108
1,2005,9,10,9,14928.45252
1,2005,9,10,10,15792.34367
1,2005,9,10,11,17432.85506
1,2005,9,10,12,19812.92209
1,2005,9,10,13,22352.84435
1,2005,9,10,14,23005.80207
1,2005,9,10,15,26462.50857
1,2005,9,10,16,27326.50649
1,2005,9,10,17,28190.50441
1,2005,9,10,18,26706.6207
1,2005,9,10,19,24138.16001
1,2005,9,10,20,18047.96556
1,2005,9,10,21,16602.02998
1,2005,9,10,22,16266.63073
1,2005,9,10,23,15589.60582
1,2005,9,10,24,14877.67183
1,2005,9,11,1,13741.42434
1,2005,9,11,2,13780.901
1,2005,9,11,3,13820.37767
1,2005,9,11,4,13859.85433
1,2005,9,11,5,13835.71123
1,2005,9,11,6,13875.98343
1,2005,9,11,7,13916.25562
1,2005,9,11,8,14017.76099
1,2005,9,11,9,14436.72708
1,2005,9,11,10,15531.66318
1,2005,9,11,11,17041.75739
1,2005,9,11,12,19263.67472
1,2005,9,11,13,21648.54667
1,2005,9,11,14,23024.48867
1,2005,9,11,15,24568.36821
1,2005,9,11,16,25288.07262
1,2005,9,11,17,26007.77703
1,2005,9,11,18,24605.10231
1,2005,9,11,19,22258.55448
1,2005,9,11,20,17494.74041
1,2005,9,11,21,15182.57299
1,2005,9,11,22,15001.46399
1,2005,9,11,23,14609.91095
1,2005,9,11,24,14649.38761
1,2005,9,12,1,13686.24311
1,2005,9,12,2,13707.90303
1,2005,9,12,3,13756.19612
1,2005,9,12,4,13811.16997
1,2005,9,12,5,13844.99753
1,2005,9,12,6,13966.30736
1,2005,9,12,7,14101.53224
1,2005,9,12,8,13971.32919
1,2005,9,12,9,14220.12068
1,2005,9,12,10,14857.85376
1,2005,9,12,11,16322.67403
1,2005,9,12,12,18745.17834
1,2005,9,12,13,20979.49049
1,2005,9,12,14,23867.35039
1,2005,9,12,15,25522.01943
1,2005,9,12,16,27366.05382
1,2005,9,12,17,30648.69265
1,2005,9,12,18,29096.22381
1,2005,9,12,19,21414.04386
1,2005,9,12,20,16994.41252
1,2005,9,12,21,14970.74908
1,2005,9,12,22,14688.52343
1,2005,9,12,23,14584.96446
1,2005,9,12,24,14673.50956
1,2005,9,13,1,13697.86375
1,2005,9,13,2,13767.87281
1,2005,9,13,3,13768.90383
1,2005,9,13,4,13854.04082
1,2005,9,13,5,13917.34325
1,2005,9,13,6,14043.95694
1,2005,9,13,7,14043.94811
1,2005,9,13,8,13986.75457
1,2005,9,13,9,14341.72057
1,2005,9,13,10,15311.0353
1,2005,9,13,11,17484.02304
1,2005,9,13,12,20463.51034
1,2005,9,13,13,23959.03839
1,2005,9,13,14,27585.93217
1,2005,9,13,15,29729.07212
1,2005,9,13,16,32098.75664
1,2005,9,13,17,33306.52344
1,2005,9,13,18,31696.70241
1,2005,9,13,19,27489.9944
1,2005,9,13,20,20962.97367
1,2005,9,13,21,19687.95529
1,2005,9,13,22,18508.04874
1,2005,9,13,23,16916.49832
1,2005,9,13,24,16544.87014
1,2005,9,14,1,14091.46662
1,2005,9,14,2,14256.55173
1,2005,9,14,3,14361.66266
1,2005,9,14,4,14357.9373
1,2005,9,14,5,14571.88451
1,2005,9,14,6,14535.58443
1,2005,9,14,7,14624.40799
1,2005,9,14,8,14887.21728
1,2005,9,14,9,15435.48979
1,2005,9,14,10,16483.38385
1,2005,9,14,11,17936.08055
1,2005,9,14,12,20481.10987
1,2005,9,14,13,22425.4166
1,2005,9,14,14,24768.83057
1,2005,9,14,15,25560.47969
1,2005,9,14,16,27405.60116
1,2005,9,14,17,28271.77322
1,2005,9,14,18,27935.42705
1,2005,9,14,19,25260.62625
1,2005,9,14,20,21839.20598
1,2005,9,14,21,21323.68158
1,2005,9,14,22,19972.19876
1,2005,9,14,23,18728.74704
1,2005,9,14,24,17621.15117
1,2005,9,15,1,14222.8022
1,2005,9,15,2,14347.38642
1,2005,9,15,3,14471.97065
1,2005,9,15,4,14596.55487
1,2005,9,15,5,14585.67929
1,2005,9,15,6,14549.92274
1,2005,9,15,7,14639.28984
1,2005,9,15,8,14902.64267
1,2005,9,15,9,15977.4281
1,2005,9,15,10,17613.8329
1,2005,9,15,11,20534.14838
1,2005,9,15,12,23958.51243
1,2005,9,15,13,25691.53187
1,2005,9,15,14,27623.30537
1,2005,9,15,15,32138.3237
1,2005,9,15,16,30884.0489
1,2005,9,15,17,32000.56542
1,2005,9,15,18,33117.08194
1,2005,9,15,19,30025.52162
1,2005,9,15,20,24780.39165
1,2005,9,15,21,21346.17292
1,2005,9,15,22,19995.23363
1,2005,9,15,23,20257.52929
1,2005,9,15,24,19701.4912
1,2005,9,16,1,14349.66348
1,2005,9,16,2,14520.96959
1,2005,9,16,3,14484.67836
1,2005,9,16,4,14384.4398
1,2005,9,16,5,14599.47408
1,2005,9,16,6,14705.67207
1,2005,9,16,7,14512.392
1,2005,9,16,8,15110.31716
1,2005,9,16,9,16601.35896
1,2005,9,16,10,18490.55708
1,2005,9,16,11,20551.20437
1,2005,9,16,12,23976.11196
1,2005,9,16,13,27552.64241
1,2005,9,16,14,28669.70246
1,2005,9,16,15,29786.76251
1,2005,9,16,16,28547.9414
1,2005,9,16,17,20732.77966
1,2005,9,16,18,20349.12274
1,2005,9,16,19,19932.62561
1,2005,9,16,20,18808.69761
1,2005,9,16,21,17775.78555
1,2005,9,16,22,17375.7994
1,2005,9,16,23,16987.23355
1,2005,9,16,24,16617.23598
1,2005,12,25,1,18331.15622
1,2005,12,25,2,17603.33704
1,2005,12,25,3,17445.50995
1,2005,12,25,4,17288.77525
1,2005,12,25,5,18144.11243
1,2005,12,25,6,17952.45781
1,2005,12,25,7,18284.29909
1,2005,12,25,8,18073.39393
1,2005,12,25,9,18947.98164
1,2005,12,25,10,18701.56721
1,2005,12,25,11,19611.6642
1,2005,12,25,12,17191.46941
1,2005,12,25,13,17938.82428
1,2005,12,25,14,17184.05924
1,2005,12,25,15,16485.92098
1,2005,12,25,16,16246.29636
1,2005,12,25,17,16007.1566
1,2005,12,25,18,17055.25205
1,2005,12,25,19,18305.65862
1,2005,12,25,20,18529.97849
1,2005,12,25,21,18754.29837
1,2005,12,25,22,18978.61825
1,2005,12,25,23,19202.93812
1,2005,12,25,24,19427.258
1,2005,12,26,1,14540.21707
1,2005,12,26,2,14782.83997
1,2005,12,26,3,15351.19515
1,2005,12,26,4,15268.08576
1,2005,12,26,5,15510.70866
1,2005,12,26,6,16543.3476
1,2005,12,26,7,16821.97608
1,2005,12,26,8,17100.60455
1,2005,12,26,9,17379.23302
1,2005,12,26,10,17657.8615
1,2005,12,26,11,17435.8129
1,2005,12,26,12,18215.11845
1,2005,12,26,13,16977.88242
1,2005,12,26,14,17694.31473
1,2005,12,26,15,18478.12178
1,2005,12,26,16,18738.699
1,2005,12,26,17,18422.18342
1,2005,12,26,18,19259.85344
1,2005,12,26,19,19520.43066
1,2005,12,26,20,20444.14624
1,2005,12,26,21,21435.49862
1,2005,12,26,22,21732.17738
1,2005,12,26,23,22028.85614
1,2005,12,26,24,23122.9021
1,2005,12,27,1,16316.4927
1,2005,12,27,2,17120.53706
1,2005,12,27,3,17470.92537
1,2005,12,27,4,18362.57678
1,2005,12,27,5,18171.702
1,2005,12,27,6,19708.05132
1,2005,12,27,7,20754.52416
1,2005,12,27,8,21868.21333
1,2005,12,27,9,23846.85461
1,2005,12,27,10,21244.18169
1,2005,12,27,11,19645.77618
1,2005,12,27,12,19364.93954
1,2005,12,27,13,18511.88998
1,2005,12,27,14,17713.00133
1,2005,12,27,15,17446.83938
1,2005,12,27,16,16715.24534
1,2005,12,27,17,16460.12022
1,2005,12,27,18,18123.06022
1,2005,12,27,19,22309.20297
1,2005,12,27,20,24241.86787
1,2005,12,27,21,26354.81967
1,2005,12,27,22,28635.42738
1,2005,12,27,23,28098.06335
1,2005,12,27,24,30499.01435
1,2005,12,28,1,21823.46973
1,2005,12,28,2,21501.29276
1,2005,12,28,3,22759.97943
1,2005,12,28,4,21642.71927
1,2005,12,28,5,22086.74013
1,2005,12,28,6,22530.76098
1,2005,12,28,7,23784.67676
1,2005,12,28,8,23418.80268
1,2005,12,28,9,22299.50558
1,2005,12,28,10,20583.8234
1,2005,12,28,11,19662.83218
1,2005,12,28,12,17731.58918
1,2005,12,28,13,16160.79613
1,2005,12,28,14,14454.55293
1,2005,12,28,15,13815.4889
1,2005,12,28,16,13805.67383
1,2005,12,28,17,13930.19475
1,2005,12,28,18,14614.77586
1,2005,12,28,19,15267.24344
1,2005,12,28,20,15732.74727
1,2005,12,28,21,15173.01194
1,2005,12,28,22,15990.6826
1,2005,12,28,23,16119.65027
1,2005,12,28,24,16248.61793
1,2005,12,29,1,13405.37834
1,2005,12,29,2,13697.98815
1,2005,12,29,3,13857.35063
1,2005,12,29,4,14221.02783
1,2005,12,29,5,14396.39143
1,2005,12,29,6,14571.75503
1,2005,12,29,7,14747.11863
1,2005,12,29,8,14922.48223
1,2005,12,29,9,15097.84583
1,2005,12,29,10,15603.0857
1,2005,12,29,11,15795.03686
1,2005,12,29,12,14989.88122
1,2005,12,29,13,15133.92694
1,2005,12,29,14,15974.66383
1,2005,12,29,15,15769.70044
1,2005,12,29,16,16325.39103
1,2005,12,29,17,16946.74384
1,2005,12,29,18,18727.38853
1,2005,12,29,19,18971.64203
1,2005,12,29,20,20509.98966
1,2005,12,29,21,20790.24874
1,2005,12,29,22,20371.26694
1,2005,12,29,23,21350.76689
1,2005,12,29,24,23195.26794
1,2005,12,30,1,15548.406
1,2005,12,30,2,16249.69499
1,2005,12,30,3,17509.04851
1,2005,12,30,4,18979.73988
1,2005,12,30,5,20663.62767
1,2005,12,30,6,21800.98038
1,2005,12,30,7,21497.53555
1,2005,12,30,8,21200.82143
1,2005,12,30,9,22331.44343
1,2005,12,30,10,19362.38521
1,2005,12,30,11,17034.67001
1,2005,12,30,12,16398.50258
1,2005,12,30,13,15817.44329
1,2005,12,30,14,15296.65925
1,2005,12,30,15,15126.3692
1,2005,12,30,16,15256.42394
1,2005,12,30,17,15386.47867
1,2005,12,30,18,16268.64862
1,2005,12,30,19,19606.04774
1,2005,12,30,20,21952.17263
1,2005,12,30,21,24676.79758
1,2005,12,30,22,25045.88388
1,2005,12,30,23,25414.97018
1,2005,12,30,24,25784.05648
1,2005,12,31,1,16816.63133
1,2005,12,31,2,18220.57766
1,2005,12,31,3,18606.78439
1,2005,12,31,4,18415.58177
1,2005,12,31,5,17703.38523
1,2005,12,31,6,18038.48771
1,2005,12,31,7,18373.5902
1,2005,12,31,8,19284.56848
1,2005,12,31,9,19637.13093
1,2005,12,31,10,17740.42379
1,2005,12,31,11,16613.43556
1,2005,12,31,12,15659.13568
1,2005,12,31,13,14406.34511
1,2005,12,31,14,14135.02555
1,2005,12,31,15,14217.26633
1,2005,12,31,16,14299.50711
1,2005,12,31,17,14381.74789
1,2005,12,31,18,15214.51235
1,2005,12,31,19,16041.00978
1,2005,12,31,20,17070.74104
1,2005,12,31,21,17759.53117
1,2005,12,31,22,21116.57757
1,2005,12,31,23,22926.16398
1,2005,12,31,24,19571.98968
1,2006,2,13,1,18380.44635
1,2006,2,13,2,19268.01233
1,2006,2,13,3,19969.2682
1,2006,2,13,4,20667.08565
1,2006,2,13,5,21162.145
1,2006,2,13,6,21468.20299
1,2006,2,13,7,22152.26371
1,2006,2,13,8,22984.898
1,2006,2,13,9,23308.29866
1,2006,2,13,10,22244.27256
1,2006,2,13,11,21999.70222
1,2006,2,13,12,21644.49464
1,2006,2,13,13,22066.72652
1,2006,2,13,14,21867.38457
1,2006,2,13,15,21928.21503
1,2006,2,13,16,22304.63813
1,2006,2,13,17,22681.06124
1,2006,2,13,18,23057.48434
1,2006,2,13,19,23829.44267
1,2006,2,13,20,25022.34971
1,2006,2,13,21,25843.71001
1,2006,2,13,22,26678.22592
1,2006,2,13,23,27126.74969
1,2006,2,13,24,27575.27347
1,2006,2,14,1,17270.84727
1,2006,2,14,2,17870.94996
1,2006,2,14,3,18331.59533
1,2006,2,14,4,18792.24069
1,2006,2,14,5,19252.88605
1,2006,2,14,6,19516.18382
1,2006,2,14,7,19965.25113
1,2006,2,14,8,20414.31844
1,2006,2,14,9,21095.46749
1,2006,2,14,10,20314.25055
1,2006,2,14,11,19640.71668
1,2006,2,14,12,19410.23267
1,2006,2,14,13,18846.38771
1,2006,2,14,14,18242.3802
1,2006,2,14,15,17637.22308
1,2006,2,14,16,17293.0996
1,2006,2,14,17,17175.53029
1,2006,2,14,18,17270.55781
1,2006,2,14,19,18491.46752
1,2006,2,14,20,20103.41199
1,2006,2,14,21,21586.97242
1,2006,2,14,22,22311.79608
1,2006,2,14,23,23551.06541
1,2006,2,14,24,24368.66625
1,2006,2,15,1,16789.27481
1,2006,2,15,2,17059.04303
1,2006,2,15,3,17576.27219
1,2006,2,15,4,17814.06338
1,2006,2,15,5,18897.41434
1,2006,2,15,6,19334.36923
1,2006,2,15,7,20605.39279
1,2006,2,15,8,20208.27903
1,2006,2,15,9,20173.52608
1,2006,2,15,10,18610.31827
1,2006,2,15,11,17110.7083
1,2006,2,15,12,16442.4684
1,2006,2,15,13,16214.46368
1,2006,2,15,14,16164.6954
1,2006,2,15,15,16210.23045
1,2006,2,15,16,16300.65897
1,2006,2,15,17,16293.53205
1,2006,2,15,18,16317.5449
1,2006,2,15,19,16957.27794
1,2006,2,15,20,18664.62478
1,2006,2,15,21,19941.55703
1,2006,2,15,22,21434.63353
1,2006,2,15,23,22625.53083
1,2006,2,15,24,22427.41253
1,2006,2,16,1,16320.79449
1,2006,2,16,2,16532.99762
1,2006,2,16,3,16824.24103
1,2006,2,16,4,16865.11474
1,2006,2,16,5,17557.57379
1,2006,2,16,6,17866.76862
1,2006,2,16,7,18175.96344
1,2006,2,16,8,18693.98027
1,2006,2,16,9,18794.35309
1,2006,2,16,10,17742.47391
1,2006,2,16,11,16951.74103
1,2006,2,16,12,16097.40226
1,2006,2,16,13,16352.21849
1,2006,2,16,14,16914.73081
1,2006,2,16,15,17551.67564
1,2006,2,16,16,17364.85806
1,2006,2,16,17,17471.05606
1,2006,2,16,18,17016.87297
1,2006,2,16,19,16687.76204
1,2006,2,16,20,16440.43227
1,2006,2,16,21,16543.54277
1,2006,2,16,22,17200.94548
1,2006,2,16,23,16883.89361
1,2006,2,16,24,16791.74232
1,2006,2,17,1,15638.25853
1,2006,2,17,2,15731.35456
1,2006,2,17,3,15805.98585
1,2006,2,17,4,15811.3331
1,2006,2,17,5,15869.02462
1,2006,2,17,6,15891.13151
1,2006,2,17,7,15984.40766
1,2006,2,17,8,16042.09918
1,2006,2,17,9,16099.79071
1,2006,2,17,10,16234.99482
1,2006,2,17,11,16148.00172
1,2006,2,17,12,16272.86527
1,2006,2,17,13,16431.42454
1,2006,2,17,14,16626.93004
1,2006,2,17,15,16862.24068
1,2006,2,17,16,16947.29846
1,2006,2,17,17,17706.72971
1,2006,2,17,18,18107.48337
1,2006,2,17,19,19225.5837
1,2006,2,17,20,20169.25541
1,2006,2,17,21,20802.66556
1,2006,2,17,22,21480.70328
1,2006,2,17,23,22672.68766
1,2006,2,17,24,23456.39741
1,2006,2,18,1,16428.57531
1,2006,2,18,2,16756.61184
1,2006,2,18,3,17209.72761
1,2006,2,18,4,17853.81712
1,2006,2,18,5,18232.9579
1,2006,2,18,6,18612.09868
1,2006,2,18,7,18790.01753
1,2006,2,18,8,19152.58141
1,2006,2,18,9,19515.14529
1,2006,2,18,10,20631.86436
1,2006,2,18,11,21570.3117
1,2006,2,18,12,22008.8972
1,2006,2,18,13,22447.4827
1,2006,2,18,14,22273.59045
1,2006,2,18,15,22355.94685
1,2006,2,18,16,22751.07615
1,2006,2,18,17,22782.64725
1,2006,2,18,18,23541.33473
1,2006,2,18,19,25078.99571
1,2006,2,18,20,25890.9174
1,2006,2,18,21,27067.38424
1,2006,2,18,22,28208.12169
1,2006,2,18,23,29003.55193
1,2006,2,18,24,30034.44565
1,2006,2,19,1,18835.56261
1,2006,2,19,2,19749.95201
1,2006,2,19,3,20454.63123
1,2006,2,19,4,21349.09244
1,2006,2,19,5,22196.79072
1,2006,2,19,6,22804.1863
